month,year,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_list_price,homes_sold,pending_sales,new_listings,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,price_drops,parent_metro_region,parent_metro_region_metro_code
August,2021,"Humansville, MO",Humansville,Missouri,MO,Single Family Residential,6,47000.0,47000.0,1.0,1.0,1.0,4.0,4.0,18.0,,0.0,,"Springfield, MO",44180.0
December,2020,"Longwood, FL",Longwood,Florida,FL,Multi-Family (2-4 Unit),4,285000.0,,1.0,,,,,270.0,0.9827586206896552,0.0,,"Orlando, FL",36740.0
February,2015,"Middletown, KY",Middletown,Kentucky,KY,All Residential,-1,176000.0,124900.0,8.0,9.0,13.0,52.0,6.5,147.0,0.970063457986987,0.125,0.0576923076923076,"Louisville, KY",31140.0
November,2021,"Caldwell, ID",Caldwell,Idaho,ID,Townhouse,13,361500.0,379990.0,1.0,,2.0,2.0,2.0,25.0,0.9904109589041096,0.0,,"Boise City, ID",14260.0
September,2021,"South Lake Tahoe, CA",South Lake Tahoe,California,CA,Condo/Co-op,3,406000.0,673975.0,3.0,3.0,1.0,5.0,1.7,6.0,0.9939668174962292,0.3333333333333333,,"Sacramento, CA",40900.0
November,2016,"Linwood, PA",Linwood,Pennsylvania,PA,Multi-Family (2-4 Unit),4,167000.0,,1.0,1.0,,3.0,3.0,456.0,0.9823529411764704,0.0,0.3333333333333333,"Philadelphia, PA",37964.0
March,2021,"Sebastian, FL",Sebastian,Florida,FL,All Residential,-1,250714.5,279140.0,72.0,98.0,81.0,120.0,1.7,54.0,0.989503410106326,0.25,0.1333333333333333,"Sebastian, FL",42680.0
October,2021,"Greenwood Lake, NY",Greenwood Lake,New York,NY,Multi-Family (2-4 Unit),4,310000.0,324000.0,1.0,,2.0,1.0,1.0,31.0,0.8611135030930641,0.0,,"Poughkeepsie, NY",39100.0
January,2020,"Quechee, VT",Quechee,Vermont,VT,Townhouse,13,75900.0,,1.0,1.0,,3.0,3.0,79.0,0.9499374217772216,0.0,,"Lebanon, NH",30100.0
February,2016,"Chester, NY",Chester,New York,NY,Multi-Family (2-4 Unit),4,251835.0,229900.0,1.0,,1.0,1.0,1.0,94.0,0.950679501698754,0.0,1.0,"Poughkeepsie, NY",39100.0
September,2024,"Indian Head Park, IL",Indian Head Park,Illinois,IL,Condo/Co-op,3,282500.0,350000.0,2.0,2.0,2.0,6.0,3.0,125.0,0.9834944981660552,0.0,0.5,"Chicago, IL",16984.0
July,2022,"Rio Grande, NJ",Rio Grande,New Jersey,NJ,All Residential,-1,310000.0,299900.0,3.0,3.0,7.0,12.0,4.0,48.0,0.9737937393695848,0.0,0.25,"Ocean City, NJ",36140.0
February,2025,"North Star, DE",North Star,Delaware,DE,Single Family Residential,6,675000.0,646000.0,3.0,4.0,4.0,3.0,1.0,5.0,0.9819154355578196,0.3333333333333333,1.0,"Wilmington, DE",48864.0
September,2021,"Woodbridge, VA",Woodbridge,Virginia,VA,All Residential,-1,397500.0,369900.0,100.0,91.0,85.0,125.0,1.3,33.0,1.0085400808652514,0.46,0.248,"Washington, DC",47894.0
August,2020,"Suffolk, VA",Suffolk,Virginia,VA,Multi-Family (2-4 Unit),4,180000.0,326704.0,2.0,4.0,2.0,7.0,3.5,52.0,0.7611023846922746,0.0,,"Virginia Beach, VA",47260.0
September,2023,"Saratoga Springs, NY",Saratoga Springs,New York,NY,Condo/Co-op,3,715000.0,899900.0,6.0,18.0,18.0,12.0,2.0,69.0,1.0138424624224909,0.5,0.25,"Albany, NY",10580.0
February,2015,"Raymond, NE",Raymond,Nebraska,NE,All Residential,-1,147750.0,,1.0,1.0,,,,20.0,0.986644407345576,0.0,,"Lincoln, NE",30700.0
November,2019,"San Mateo, CA",San Mateo,California,CA,All Residential,-1,1210000.0,1298000.0,65.0,66.0,51.0,74.0,1.1,22.0,1.044792922276801,0.5692307692307692,0.2702702702702702,"San Francisco, CA",41884.0
February,2014,"Newport News, VA",Newport News,Virginia,VA,Single Family Residential,6,162000.0,157000.0,79.0,76.0,139.0,642.0,8.099999999999998,99.0,0.9802094670414556,0.2784810126582278,0.0685358255451713,"Virginia Beach, VA",47260.0
May,2013,"New Salem, MA",New Salem,Massachusetts,MA,Single Family Residential,6,201500.0,,1.0,1.0,,6.0,6.0,201.0,0.937645416472778,0.0,,"Springfield, MA",44140.0
April,2024,"Milton Mills, NH",Milton Mills,New Hampshire,NH,Single Family Residential,6,275000.0,275000.0,1.0,1.0,1.0,,,,1.0,0.0,,"Rockingham County, NH",40484.0
April,2021,"Rock Ridge, CT",Rock Ridge,Connecticut,CT,Condo/Co-op,3,1230000.0,,2.0,2.0,,,,52.0,0.9946979574098218,0.5,,"Bridgeport, CT",14860.0
September,2012,"Agoura Hills, CA",Agoura Hills,California,CA,Single Family Residential,6,679000.0,685000.0,16.0,11.0,18.0,34.0,2.1,15.0,0.9918529849071606,0.5,0.2647058823529411,"Los Angeles, CA",31084.0
November,2019,"South Miami, FL",South Miami,Florida,FL,Condo/Co-op,3,195000.0,394500.0,4.0,4.0,4.0,9.0,2.3,181.0,0.9669656287683446,0.0,0.2222222222222222,"Miami, FL",33124.0
April,2024,"Lynden, WA",Lynden,Washington,WA,Single Family Residential,6,615000.0,685000.0,13.0,18.0,19.0,23.0,1.8,45.0,0.9934923437292535,0.0769230769230769,0.4347826086956521,"Bellingham, WA",13380.0
August,2018,"Anderson Mill, TX",Anderson Mill,Texas,TX,All Residential,-1,280000.0,275000.0,11.0,13.0,17.0,26.0,2.4,38.0,0.9847876047754835,0.0909090909090909,0.3461538461538461,"Austin, TX",12420.0
May,2018,"Dunes City, OR",Dunes City,Oregon,OR,All Residential,-1,290000.0,486950.0,3.0,4.0,8.0,16.0,5.3,7.0,0.9365329256410284,0.0,0.25,"Eugene, OR",21660.0
June,2021,"Payneway, AR",Payneway,Arkansas,AR,All Residential,-1,181000.0,,1.0,1.0,,,,115.0,0.9888008740781208,0.0,,"Jonesboro, AR",27860.0
December,2024,"Harrisburg, PA",Harrisburg,Pennsylvania,PA,All Residential,-1,154900.0,149900.0,59.0,60.0,47.0,81.0,1.4,10.0,0.9902128198743274,0.4067796610169491,0.2345679012345678,"Harrisburg, PA",25420.0
November,2015,"Oreland, PA",Oreland,Pennsylvania,PA,Townhouse,13,420517.0,,1.0,,,2.0,2.0,,1.0,0.0,,"Montgomery County, PA",33874.0
June,2019,"Archdale, NC",Archdale,North Carolina,NC,Townhouse,13,108950.0,158750.0,2.0,2.0,1.0,4.0,2.0,22.0,0.9938271604938272,0.0,,"Greensboro, NC",24660.0
July,2023,"Balm, FL",Balm,Florida,FL,All Residential,-1,330000.0,350000.0,9.0,6.0,9.0,16.0,1.8,9.0,1.0031319689717335,0.5555555555555555,0.625,"Tampa, FL",45300.0
June,2012,"Waterville, MN",Waterville,Minnesota,MN,All Residential,-1,165000.0,33900.0,1.0,1.0,1.0,20.0,20.0,710.0,0.9171762090050029,0.0,,"Minneapolis, MN",33460.0
November,2022,"Truckee, CA",Truckee,California,CA,Single Family Residential,6,934500.0,1199500.0,42.0,34.0,23.0,91.0,2.2,92.0,0.9592058487622432,0.1428571428571428,0.2637362637362637,"Truckee, CA",46020.0
December,2022,"Fairfield, OH",Fairfield,Ohio,OH,Condo/Co-op,3,130000.0,187900.0,9.0,10.0,13.0,18.0,2.0,35.0,0.9901086052491936,0.3333333333333333,0.3333333333333333,"Cincinnati, OH",17140.0
July,2019,"Dewart, PA",Dewart,Pennsylvania,PA,Single Family Residential,6,170500.0,,1.0,1.0,,2.0,2.0,76.0,1.0148809523809523,1.0,,"Sunbury, PA",44980.0
March,2014,"Rosemead, CA",Rosemead,California,CA,Townhouse,13,393000.0,528400.0,3.0,,1.0,5.0,1.7,52.0,1.0075039783685014,0.3333333333333333,,"Los Angeles, CA",31084.0
March,2024,"Martinsburg, WV",Martinsburg,West Virginia,WV,All Residential,-1,240000.0,265000.0,29.0,43.0,35.0,71.0,2.4,64.0,0.9736616633303496,0.3103448275862069,0.1690140845070422,"Hagerstown, MD",25180.0
May,2019,"Columbus, NE",Columbus,Nebraska,NE,Single Family Residential,6,155500.0,179900.0,30.0,30.0,30.0,90.0,3.0,52.0,0.9767345970155374,0.1666666666666666,,"Columbus, NE",18100.0
November,2014,"Spring Lake Park, MN",Spring Lake Park,Minnesota,MN,Single Family Residential,6,185950.0,129900.0,6.0,5.0,3.0,21.0,3.5,29.0,0.9617319824946368,0.1666666666666666,0.238095238095238,"Minneapolis, MN",33460.0
June,2024,"Elkmont, AL",Elkmont,Alabama,AL,All Residential,-1,172000.0,,1.0,,,5.0,5.0,28.0,1.0123602118893469,1.0,0.2,"Huntsville, AL",26620.0
April,2015,"Melody Hill, IN",Melody Hill,Indiana,IN,All Residential,-1,149900.0,127900.0,5.0,5.0,10.0,23.0,4.6,183.0,0.8734978078594704,0.0,,"Evansville, IN",21780.0
August,2016,"Hoosick Falls, NY",Hoosick Falls,New York,NY,Multi-Family (2-4 Unit),4,70000.0,64900.0,1.0,4.0,1.0,5.0,5.0,405.0,0.958904109589041,0.0,0.2,"Albany, NY",10580.0
August,2013,"Portland, MI",Portland,Michigan,MI,All Residential,-1,119700.0,127500.0,4.0,4.0,5.0,34.0,8.5,176.0,0.9183427777582576,0.0,,"Grand Rapids, MI",24340.0
April,2021,"Troy Hills, NJ",Troy Hills,New Jersey,NJ,All Residential,-1,640011.0,584450.0,1.0,1.0,6.0,5.0,5.0,67.0,1.066685,1.0,0.2,"Newark, NJ",35084.0
October,2023,"Weatherby Lake, MO",Weatherby Lake,Missouri,MO,All Residential,-1,451250.0,370000.0,4.0,,2.0,,1.0,49.0,,,0.25,"Kansas City, MO",28140.0
May,2014,"Gulf Gate, FL",Gulf Gate,Florida,FL,Single Family Residential,6,215150.0,189900.0,17.0,20.0,10.0,35.0,2.1,67.0,0.9552350837161956,0.0588235294117647,0.3142857142857142,"North Port, FL",35840.0
May,2024,"Lake Magdalene, FL",Lake Magdalene,Florida,FL,Multi-Family (2-4 Unit),4,178000.0,,1.0,,,,,53.0,0.8904452226113057,0.0,,"Tampa, FL",45300.0
June,2023,"Desloge, MO",Desloge,Missouri,MO,Condo/Co-op,3,135000.0,,1.0,,,,,32.0,1.0336906584992342,1.0,,"Farmington, MO",22100.0
May,2024,"Harvard, IL",Harvard,Illinois,IL,Single Family Residential,6,225000.0,249900.0,7.0,16.0,12.0,20.0,2.9,67.0,0.9786130090487324,0.1428571428571428,0.05,"Chicago, IL",16984.0
September,2020,"Yutan, NE",Yutan,Nebraska,NE,All Residential,-1,229000.0,299000.0,1.0,1.0,3.0,3.0,3.0,,1.0,0.0,,"Omaha, NE",36540.0
August,2024,"Etowah, NC",Etowah,North Carolina,NC,Single Family Residential,6,460000.0,509900.0,7.0,14.0,19.0,47.0,6.7,84.0,0.965026283346242,0.1428571428571428,0.2127659574468085,"Asheville, NC",11700.0
September,2020,"Minnetonka, MN",Minnetonka,Minnesota,MN,Condo/Co-op,3,245000.0,425000.0,15.0,19.0,28.0,42.0,2.8,46.0,0.9882823374715732,0.2,0.238095238095238,"Minneapolis, MN",33460.0
March,2021,"Gulfport, IL",Gulfport,Illinois,IL,Single Family Residential,6,192500.0,,1.0,1.0,,,,546.0,0.875,0.0,,"Burlington, IA",15460.0
November,2019,"St. Albans, WV",St. Albans,West Virginia,WV,Single Family Residential,6,70000.0,79990.0,14.0,13.0,5.0,43.0,3.1,146.0,0.9273539559487368,0.1428571428571428,,"Charleston, WV",16620.0
March,2024,"Rotterdam, NY",Rotterdam,New York,NY,All Residential,-1,237000.0,225000.0,21.0,30.0,24.0,21.0,1.0,19.0,1.0218774139971292,0.5714285714285714,0.4761904761904761,"Albany, NY",10580.0
May,2021,"Cedar Highlands, UT",Cedar Highlands,Utah,UT,Single Family Residential,6,485500.0,599900.0,5.0,5.0,3.0,4.0,0.8,38.0,1.0129970957245995,0.4,,"Cedar City, UT",16260.0
November,2018,"Exton, PA",Exton,Pennsylvania,PA,Single Family Residential,6,373500.0,325000.0,4.0,1.0,2.0,7.0,1.8,25.0,0.999310683759444,0.25,0.1428571428571428,"Montgomery County, PA",33874.0
February,2019,"Rensselaerville, NY",Rensselaerville,New York,NY,Single Family Residential,6,75000.0,135000.0,1.0,1.0,1.0,22.0,22.0,458.0,0.7575757575757575,0.0,0.1363636363636363,"Albany, NY",10580.0
March,2015,"Bryn Athyn, PA",Bryn Athyn,Pennsylvania,PA,Single Family Residential,6,675000.0,,1.0,1.0,,3.0,3.0,132.0,0.9012016021361816,0.0,,"Montgomery County, PA",33874.0
April,2018,"Dennis, MA",Dennis,Massachusetts,MA,Single Family Residential,6,350000.0,349000.0,19.0,25.0,35.0,59.0,3.1,29.0,0.9896396364829816,0.3157894736842105,0.1525423728813559,"Barnstable Town, MA",12700.0
July,2015,"Thomasville, NC",Thomasville,North Carolina,NC,Single Family Residential,6,97000.0,113900.0,30.0,35.0,31.0,129.0,4.3,106.0,0.9622790237765408,0.2666666666666666,0.2713178294573643,"Winston-Salem, NC",49180.0
May,2017,"Forest Oaks, NC",Forest Oaks,North Carolina,NC,All Residential,-1,226000.0,244900.0,14.0,19.0,20.0,51.0,3.6,67.0,0.9753414831650182,0.2857142857142857,0.1568627450980392,"Greensboro, NC",24660.0
July,2022,"Haines City, FL",Haines City,Florida,FL,Single Family Residential,6,355000.0,341990.0,91.0,103.0,126.0,286.0,3.1,14.0,0.9975143127560816,0.2527472527472527,0.3636363636363636,"Lakeland, FL",29460.0
January,2021,"Waverly, IA",Waverly,Iowa,IA,Single Family Residential,6,153500.0,121225.0,6.0,6.0,8.0,27.0,4.5,123.0,0.939710495679306,0.1666666666666666,,"Waterloo, IA",47940.0
December,2020,"Winsted, MN",Winsted,Minnesota,MN,Single Family Residential,6,225000.0,195000.0,3.0,3.0,1.0,,,49.0,0.9988650067390225,0.3333333333333333,,"Hutchinson, MN",26780.0
August,2015,"Moraine, OH",Moraine,Ohio,OH,All Residential,-1,97450.0,67450.0,4.0,13.0,14.0,36.0,9.0,66.0,1.0238231107376448,0.25,0.2222222222222222,"Dayton, OH",19430.0
November,2015,"Highlands Ranch, CO",Highlands Ranch,Colorado,CO,Condo/Co-op,3,279100.0,410000.0,13.0,14.0,8.0,11.0,0.8,35.0,0.9973374230607333,0.3076923076923077,0.1818181818181818,"Denver, CO",19740.0
November,2015,"Nassau, NY",Nassau,New York,NY,All Residential,-1,159000.0,,1.0,1.0,,9.0,9.0,45.0,1.026468689477082,1.0,0.3333333333333333,"Albany, NY",10580.0
August,2016,"Frisco, TX",Frisco,Texas,TX,Townhouse,13,326000.0,397250.0,11.0,14.0,15.0,20.0,1.8,51.0,0.992338469531332,0.2727272727272727,0.2999999999999999,"Dallas, TX",19124.0
December,2024,"San Pasqual, CA",San Pasqual,California,CA,Single Family Residential,6,2180000.0,,2.0,,,1.0,0.5,22.0,1.1349137931034483,1.0,,"Los Angeles, CA",31084.0
November,2012,"Bellevue, KY",Bellevue,Kentucky,KY,Condo/Co-op,3,315000.0,,1.0,1.0,,8.0,8.0,182.0,0.970724191063174,0.0,,"Cincinnati, OH",17140.0
September,2024,"Tonawanda, NY",Tonawanda,New York,NY,Single Family Residential,6,250000.0,224900.0,58.0,62.0,65.0,49.0,0.8,10.0,1.0996603644578986,0.7931034482758621,0.3673469387755102,"Buffalo, NY",15380.0
May,2017,"Willamina, OR",Willamina,Oregon,OR,Single Family Residential,6,149900.0,237000.0,5.0,8.0,4.0,7.0,1.4,62.0,1.035488285447446,0.5999999999999999,,"Portland, OR",38900.0
November,2013,"Bend, OR",Bend,Oregon,OR,Townhouse,13,250000.0,252450.0,11.0,11.0,6.0,34.0,3.1,104.0,0.984701968589912,0.0,,"Bend, OR",13460.0
July,2014,"Titusville, NY",Titusville,New York,NY,All Residential,-1,304750.0,327888.0,2.0,1.0,3.0,9.0,4.5,78.0,0.982708137959779,0.0,0.3333333333333333,"Poughkeepsie, NY",39100.0
February,2012,"Cambria, MI",Cambria,Michigan,MI,Single Family Residential,6,14500.0,,1.0,1.0,,,,142.0,0.6170212765957446,0.0,,"Hillsdale, MI",25880.0
November,2017,"Zephyrhills South, FL",Zephyrhills South,Florida,FL,Single Family Residential,6,62000.0,126000.0,3.0,4.0,4.0,15.0,5.0,13.0,0.9230236402435464,0.0,0.1333333333333333,"Tampa, FL",45300.0
August,2019,"Durant, OK",Durant,Oklahoma,OK,All Residential,-1,163000.0,182000.0,27.0,27.0,21.0,74.0,2.7,57.0,0.9715607726623142,0.1111111111111111,,"Durant, OK",20460.0
June,2021,"Frederica, DE",Frederica,Delaware,DE,Single Family Residential,6,255000.0,349000.0,5.0,6.0,3.0,5.0,1.0,4.0,1.0227146481763607,0.5999999999999999,0.2,"Dover, DE",20100.0
May,2021,"Geneva, WA",Geneva,Washington,WA,All Residential,-1,999475.0,789000.0,4.0,9.0,8.0,2.0,0.5,13.0,1.0,0.0,,"Bellingham, WA",13380.0
October,2013,"Strathmore, NJ",Strathmore,New Jersey,NJ,All Residential,-1,337000.0,327500.0,14.0,14.0,9.0,36.0,2.6,147.0,0.964786745714736,0.0,,"New Brunswick, NJ",35154.0
July,2017,"Harwick, PA",Harwick,Pennsylvania,PA,All Residential,-1,150000.0,119000.0,1.0,1.0,1.0,4.0,4.0,135.0,0.967741935483871,0.0,0.25,"Pittsburgh, PA",38300.0
March,2017,"Brian Head, UT",Brian Head,Utah,UT,Single Family Residential,6,90000.0,120000.0,1.0,1.0,2.0,22.0,22.0,49.0,,0.0,,"Cedar City, UT",16260.0
October,2015,"Oreland, PA",Oreland,Pennsylvania,PA,All Residential,-1,275000.0,349949.5,9.0,5.0,6.0,27.0,3.0,23.0,0.977110089278083,0.2222222222222222,0.4444444444444444,"Montgomery County, PA",33874.0
June,2020,"Fremont, IA",Fremont,Iowa,IA,Single Family Residential,6,135000.0,,1.0,1.0,,2.0,2.0,479.0,0.9310344827586206,0.0,,"Oskaloosa, IA",36820.0
December,2021,"San Manuel, AZ",San Manuel,Arizona,AZ,All Residential,-1,131000.0,132000.0,5.0,8.0,9.0,19.0,3.8,47.0,0.979826961621518,0.2,0.0526315789473684,"Phoenix, AZ",38060.0
March,2022,"Hardin, TX",Hardin,Texas,TX,All Residential,-1,297450.0,220000.0,2.0,3.0,1.0,1.0,0.5,95.0,0.9636363636363636,0.0,,"Houston, TX",26420.0
June,2022,"Mesquite, TX",Mesquite,Texas,TX,Townhouse,13,297477.5,277000.0,18.0,9.0,8.0,22.0,1.2,60.0,1.0039336383108493,0.3888888888888889,0.0454545454545454,"Dallas, TX",19124.0
July,2024,"New Wilmington, PA",New Wilmington,Pennsylvania,PA,Single Family Residential,6,295000.0,250000.0,1.0,,1.0,2.0,2.0,65.0,1.0350877192982455,1.0,0.5,"New Castle, PA",35260.0
September,2023,"Stevens Point, WI",Stevens Point,Wisconsin,WI,All Residential,-1,207000.0,229900.0,28.0,27.0,27.0,62.0,2.2,46.0,1.02709450489064,0.5714285714285714,0.2096774193548387,"Stevens Point, WI",44620.0
January,2018,"County Center, VA",County Center,Virginia,VA,Townhouse,13,400000.0,389500.0,1.0,5.0,5.0,2.0,2.0,66.0,1.0,0.0,,"Washington, DC",47894.0
November,2018,"Atlanta, GA",Atlanta,Georgia,GA,All Residential,-1,290000.0,279900.0,776.0,829.0,1131.0,3908.0,5.0,33.0,0.9732238115418596,0.1585051546391752,0.2420675537359263,"Atlanta, GA",12060.0
January,2014,"O'Fallon, IL",O'Fallon,Illinois,IL,Condo/Co-op,3,35450.0,149900.0,1.0,,1.0,7.0,7.0,106.0,0.8862499999999999,0.0,,"St. Louis, MO",41180.0
April,2021,"Gardner, IL",Gardner,Illinois,IL,Single Family Residential,6,187000.0,114209.5,1.0,3.0,4.0,1.0,1.0,4.0,1.0274725274725274,1.0,,"Chicago, IL",16984.0
June,2024,"Albany, IL",Albany,Illinois,IL,Single Family Residential,6,138500.0,,2.0,,,1.0,0.5,113.0,0.9803202134756503,0.0,,"Sterling, IL",44580.0
July,2020,"Hamilton, MA",Hamilton,Massachusetts,MA,Single Family Residential,6,542000.0,609000.0,12.0,14.0,15.0,23.0,1.9,29.0,1.0150826201011924,0.25,0.1739130434782608,"Boston, MA",14454.0
August,2015,"Manhasset, NY",Manhasset,New York,NY,Townhouse,13,609000.0,922000.0,1.0,2.0,1.0,,,254.0,0.9545454545454544,0.0,,"Nassau County, NY",35004.0
December,2020,"Westville, IL",Westville,Illinois,IL,Single Family Residential,6,21000.0,45000.0,1.0,1.0,3.0,7.0,7.0,20.0,0.9545454545454544,0.0,,"Danville, IL",19180.0
October,2023,"Wilson, NY",Wilson,New York,NY,All Residential,-1,60000.0,,1.0,,,,,7.0,0.750938673341677,0.0,,"Buffalo, NY",15380.0
July,2014,"Berlin, NY",Berlin,New York,NY,All Residential,-1,191000.0,166550.0,4.0,4.0,8.0,29.0,7.3,105.0,1.018262040948366,0.5,,"Albany, NY",10580.0
November,2024,"Norwood, NC",Norwood,North Carolina,NC,All Residential,-1,200000.0,1650000.0,1.0,4.0,3.0,23.0,23.0,22.0,1.0,0.0,0.0869565217391304,"Albemarle, NC",10620.0
December,2014,"Tupman, CA",Tupman,California,CA,Single Family Residential,6,22000.0,,1.0,1.0,,,,53.0,0.8494208494208493,0.0,,"Bakersfield, CA",12540.0
December,2020,"Manchester, KY",Manchester,Kentucky,KY,Single Family Residential,6,120000.0,159000.0,3.0,1.0,1.0,6.0,2.0,11.0,1.0380678047471796,0.3333333333333333,0.3333333333333333,"London, KY",30940.0
October,2016,"Montreat, NC",Montreat,North Carolina,NC,All Residential,-1,310000.0,,2.0,3.0,,21.0,10.5,173.0,0.9560164754339512,0.0,0.1428571428571428,"Asheville, NC",11700.0
March,2019,"St. Joseph, MI",St. Joseph,Michigan,MI,All Residential,-1,200000.0,249900.0,12.0,16.0,27.0,73.0,6.1,95.0,0.9599171220582626,0.0833333333333333,0.1506849315068493,"Niles, MI",35660.0
August,2020,"Clever, MO",Clever,Missouri,MO,All Residential,-1,139900.0,148900.0,13.0,12.0,5.0,21.0,1.6,80.0,,0.0,,"Springfield, MO",44180.0
August,2023,"Rhome, TX",Rhome,Texas,TX,All Residential,-1,335450.0,284500.0,4.0,3.0,5.0,9.0,2.3,19.0,0.9931296628317472,0.5,0.4444444444444444,"Fort Worth, TX",23104.0
January,2019,"Madison, NJ",Madison,New Jersey,NJ,Single Family Residential,6,527500.0,557450.0,11.0,21.0,24.0,103.0,9.4,170.0,0.9459337303445846,0.0,0.233009708737864,"Newark, NJ",35084.0
April,2020,"Christoval, TX",Christoval,Texas,TX,All Residential,-1,98900.0,,1.0,1.0,,1.0,1.0,91.0,,0.0,,"San Angelo, TX",41660.0
November,2021,"Badger, AK",Badger,Alaska,AK,Multi-Family (2-4 Unit),4,210000.0,344950.0,1.0,3.0,2.0,10.0,10.0,126.0,,0.0,,"Fairbanks, AK",21820.0
December,2022,"Summer Set, MO",Summer Set,Missouri,MO,All Residential,-1,244000.0,289450.0,2.0,,2.0,3.0,1.5,68.0,1.0061224489795917,0.5,,"St. Louis, MO",41180.0
March,2019,"Lac la Belle, WI",Lac la Belle,Wisconsin,WI,All Residential,-1,1245000.0,,1.0,,,1.0,1.0,295.0,0.9613899613899612,0.0,,"Milwaukee, WI",33340.0
January,2024,"Evergreen Park, IL",Evergreen Park,Illinois,IL,Single Family Residential,6,286000.0,304900.0,10.0,18.0,22.0,44.0,4.4,80.0,0.9909244374862746,0.2,0.1136363636363636,"Chicago, IL",16984.0
July,2024,"Spring City, TN",Spring City,Tennessee,TN,All Residential,-1,424450.0,227000.0,2.0,2.0,5.0,15.0,7.5,1468.0,0.9192705940766313,0.0,0.5333333333333333,"Dayton, TN",19420.0
June,2023,"Easthampton, MA",Easthampton,Massachusetts,MA,Condo/Co-op,3,435000.0,383762.5,2.0,5.0,3.0,4.0,2.0,18.0,1.072989205692454,1.0,0.25,"Springfield, MA",44140.0
August,2016,"Riverwoods, IL",Riverwoods,Illinois,IL,All Residential,-1,565000.0,587000.0,13.0,5.0,6.0,50.0,3.8,135.0,0.8968493169593676,0.0769230769230769,0.22,"Lake County, IL",29404.0
April,2022,"Corinth, MS",Corinth,Mississippi,MS,Single Family Residential,6,262500.0,138900.0,18.0,19.0,17.0,37.0,2.1,43.0,1.0333611342785656,0.0555555555555555,,"Corinth, MS",18420.0
July,2023,"Brodhead, WI",Brodhead,Wisconsin,WI,All Residential,-1,225000.0,234900.0,1.0,3.0,2.0,5.0,5.0,134.0,1.0273972602739727,1.0,0.2,"Madison, WI",31540.0
August,2015,"Black Diamond, FL",Black Diamond,Florida,FL,All Residential,-1,245000.0,284900.0,3.0,3.0,4.0,20.0,6.7,270.0,0.9159187751623616,0.0,,"Homosassa Springs, FL",26140.0
July,2021,"Goodlettsville, TN",Goodlettsville,Tennessee,TN,Townhouse,13,285860.0,331685.0,10.0,11.0,13.0,12.0,1.2,18.0,1.0125616447523829,0.2999999999999999,0.5,"Nashville, TN",34980.0
December,2014,"Mountain Green, UT",Mountain Green,Utah,UT,All Residential,-1,338000.0,287450.0,5.0,5.0,4.0,18.0,3.6,127.0,1.0203360074668326,0.2,,"Ogden, UT",36260.0
October,2016,"Leesburg, VA",Leesburg,Virginia,VA,Townhouse,13,339000.0,394900.0,35.0,24.0,31.0,61.0,1.7,23.0,1.000361014134959,0.2857142857142857,0.1967213114754098,"Washington, DC",47894.0
January,2018,"Woodland Park, NE",Woodland Park,Nebraska,NE,All Residential,-1,168225.0,138500.0,2.0,2.0,3.0,6.0,3.0,53.0,0.954512234508339,0.5,,"Norfolk, NE",35740.0
September,2019,"New Market, PA",New Market,Pennsylvania,PA,Condo/Co-op,3,313600.0,311215.0,1.0,3.0,1.0,1.0,1.0,,1.0018529167465338,1.0,1.0,"York, PA",49620.0
April,2013,"Burr Oak, MI",Burr Oak,Michigan,MI,Single Family Residential,6,15200.0,110400.0,1.0,1.0,2.0,5.0,5.0,171.0,1.0,0.0,,"Sturgis, MI",44780.0
March,2014,"Port Neches, TX",Port Neches,Texas,TX,All Residential,-1,160000.0,151400.0,5.0,5.0,8.0,9.0,1.8,41.0,,0.0,,"Beaumont, TX",13140.0
June,2019,"Allentown, NJ",Allentown,New Jersey,NJ,All Residential,-1,330000.0,272400.0,9.0,12.0,16.0,30.0,3.3,19.0,0.9742168882406372,0.1111111111111111,0.1666666666666666,"New Brunswick, NJ",35154.0
October,2022,"Bonita Springs, FL",Bonita Springs,Florida,FL,Condo/Co-op,3,469900.0,626000.0,41.0,48.0,41.0,159.0,3.9,48.0,0.97031569270763,0.024390243902439,0.0943396226415094,"Cape Coral, FL",15980.0
January,2018,"Wayne Heights, PA",Wayne Heights,Pennsylvania,PA,All Residential,-1,139900.0,134900.0,3.0,,1.0,3.0,1.0,93.0,0.9544593901978596,0.0,0.3333333333333333,"Chambersburg, PA",16540.0
December,2020,"Pembroke, MA",Pembroke,Massachusetts,MA,Multi-Family (2-4 Unit),4,320000.0,,1.0,2.0,,,,37.0,0.9169054441260744,0.0,,"Boston, MA",14454.0
April,2019,"Pleasant Hill, MO",Pleasant Hill,Missouri,MO,Single Family Residential,6,200000.0,225000.0,15.0,,25.0,,2.6,65.0,,,0.2564102564102563,"Kansas City, MO",28140.0
February,2018,"Kinderhook, NY",Kinderhook,New York,NY,Single Family Residential,6,172000.0,699000.0,1.0,1.0,1.0,3.0,3.0,230.0,0.9885057471264368,0.0,,"Hudson, NY",26460.0
January,2013,"Morrison, CO",Morrison,Colorado,CO,All Residential,-1,560000.0,440900.0,1.0,2.0,2.0,4.0,4.0,1.0,0.9913258983890954,0.0,0.25,"Denver, CO",19740.0
