month,year,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_list_price,homes_sold,pending_sales,new_listings,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,price_drops,parent_metro_region,parent_metro_region_metro_code
November,2015,"Salem Heights, OH",Salem Heights,Ohio,OH,Single Family Residential,6,126950.0,99900.0,2.0,4.0,5.0,21.0,10.5,69.0,0.9954954954954957,0.0,0.1428571428571428,"Cincinnati, OH",17140.0
May,2021,"Kahului, HI",Kahului,Hawaii,HI,All Residential,-1,339500.0,847499.5,9.0,15.0,14.0,26.0,2.9,70.0,0.955792070399484,0.1111111111111111,0.0384615384615384,"Kahului, HI",27980.0
March,2024,"Franklin Lakes, NJ",Franklin Lakes,New Jersey,NJ,Townhouse,13,1328750.0,,2.0,1.0,,1.0,0.5,53.0,1.00988632855768,1.0,,"New York, NY",35614.0
December,2012,"Laplace, LA",Laplace,Louisiana,LA,All Residential,-1,70000.0,107000.0,25.0,25.0,20.0,163.0,6.5,160.0,0.923940323848086,0.2399999999999999,,"New Orleans, LA",35380.0
May,2024,"Lynnfield, MA",Lynnfield,Massachusetts,MA,Single Family Residential,6,1007500.0,1114499.5,4.0,18.0,19.0,23.0,5.8,13.0,1.0633882316713836,0.75,0.217391304347826,"Boston, MA",14454.0
July,2024,"Skyland Estates, VA",Skyland Estates,Virginia,VA,Single Family Residential,6,413125.0,406000.0,2.0,2.0,4.0,8.0,4.0,71.0,1.007800649864388,1.0,,"Washington, DC",47894.0
March,2021,"Greencastle, IN",Greencastle,Indiana,IN,All Residential,-1,93000.0,128700.0,9.0,9.0,10.0,23.0,2.6,53.0,0.9781053009387484,0.1111111111111111,,"Indianapolis, IN",26900.0
July,2022,"Cass Lake, MN",Cass Lake,Minnesota,MN,All Residential,-1,545000.0,449900.0,2.0,1.0,1.0,2.0,1.0,27.0,0.9803121381203668,0.5,,"Brainerd, MN",14660.0
July,2019,"Lorain, OH",Lorain,Ohio,OH,All Residential,-1,92000.0,69900.0,73.0,85.0,109.0,272.0,3.7,51.0,0.977361259569876,0.410958904109589,0.2022058823529411,"Cleveland, OH",17460.0
September,2018,"Tatamy, PA",Tatamy,Pennsylvania,PA,All Residential,-1,212000.0,229900.0,1.0,,1.0,5.0,5.0,11.0,0.9640745793542518,0.0,0.5999999999999999,"Allentown, PA",10900.0
December,2016,"Long Lake, IL",Long Lake,Illinois,IL,Single Family Residential,6,52500.0,194950.0,3.0,5.0,4.0,20.0,6.7,113.0,0.8892016923497685,0.0,0.2999999999999999,"Lake County, IL",29404.0
April,2019,"Wildewood, MD",Wildewood,Maryland,MD,Single Family Residential,6,349900.0,261950.0,3.0,5.0,6.0,16.0,5.3,32.0,1.0045958367126249,0.3333333333333333,0.375,"California, MD",15680.0
July,2017,"Highfield-Cascade, MD",Highfield-Cascade,Maryland,MD,All Residential,-1,139900.0,197500.0,1.0,2.0,1.0,6.0,6.0,40.0,1.0,0.0,0.3333333333333333,"Hagerstown, MD",25180.0
December,2014,"Fort Worth, TX",Fort Worth,Texas,TX,All Residential,-1,162000.0,161250.0,899.0,824.0,648.0,1859.0,2.1,42.0,0.9753873082655156,0.1768631813125695,0.1452393760086067,"Fort Worth, TX",23104.0
November,2022,"Wilmington, DE",Wilmington,Delaware,DE,Single Family Residential,6,375000.0,179900.0,19.0,22.0,13.0,27.0,1.4,35.0,1.007228934157132,0.4210526315789473,0.3703703703703703,"Wilmington, DE",48864.0
August,2022,"Summerville, GA",Summerville,Georgia,GA,All Residential,-1,148000.0,159000.0,9.0,5.0,1.0,8.0,0.9,9.0,0.9512129197599564,0.3333333333333333,0.125,"Summerville, GA",44900.0
November,2015,"Remington, VA",Remington,Virginia,VA,All Residential,-1,138000.0,239900.0,1.0,,1.0,6.0,6.0,267.0,0.9864188706218728,0.0,0.3333333333333333,"Washington, DC",47894.0
June,2020,"Cashiers, NC",Cashiers,North Carolina,NC,Single Family Residential,6,930000.0,941750.0,3.0,3.0,4.0,23.0,7.7,184.0,0.9370108049993568,0.0,,"Cullowhee, NC",19000.0
August,2014,"Pesotum, IL",Pesotum,Illinois,IL,Single Family Residential,6,109500.0,155000.0,2.0,2.0,1.0,6.0,3.0,167.0,1.0321100917431192,0.5,,"Champaign, IL",16580.0
January,2025,"River Road, NC",River Road,North Carolina,NC,Single Family Residential,6,345000.0,189950.0,1.0,2.0,2.0,9.0,9.0,32.0,0.920245398773006,0.0,0.1111111111111111,"Washington, NC",47820.0
October,2012,"Sugar City, ID",Sugar City,Idaho,ID,Single Family Residential,6,105000.0,97000.0,3.0,3.0,1.0,4.0,1.3,167.0,,0.0,,"Rexburg, ID",39940.0
December,2022,"Antelope, CA",Antelope,California,CA,Condo/Co-op,3,322250.0,480000.0,2.0,3.0,1.0,3.0,1.5,72.0,1.0136030357602264,0.5,0.3333333333333333,"Sacramento, CA",40900.0
November,2013,"Malden-on-Hudson, NY",Malden-on-Hudson,New York,NY,All Residential,-1,545000.0,,1.0,1.0,,3.0,3.0,210.0,0.9252971137521222,0.0,,"Kingston, NY",28740.0
October,2012,"Folsom, CA",Folsom,California,CA,All Residential,-1,355000.0,354051.5,79.0,112.0,112.0,111.0,1.4,15.0,1.0053780029634474,0.4177215189873417,0.2072072072072072,"Sacramento, CA",40900.0
April,2016,"Angola, NY",Angola,New York,NY,Multi-Family (2-4 Unit),4,117000.0,,1.0,,,6.0,6.0,429.0,1.0,0.0,,"Buffalo, NY",15380.0
January,2022,"Ulster, NY",Ulster,New York,NY,Single Family Residential,6,225000.0,,1.0,2.0,,,,8.0,0.9036144578313252,0.0,,"Kingston, NY",28740.0
June,2019,"Troy, AL",Troy,Alabama,AL,All Residential,-1,126500.0,,1.0,1.0,,3.0,3.0,43.0,0.9768339768339768,0.0,,"Troy, AL",45980.0
July,2018,"Amsterdam, MO",Amsterdam,Missouri,MO,Single Family Residential,6,74000.0,,1.0,,,,2.0,248.0,,,,"Kansas City, MO",28140.0
June,2020,"Cricket, NC",Cricket,North Carolina,NC,Single Family Residential,6,104000.0,88000.0,1.0,2.0,1.0,3.0,3.0,220.0,1.0400104001040011,1.0,0.3333333333333333,"North Wilkesboro, NC",35900.0
December,2013,"Tracy, CA",Tracy,California,CA,Condo/Co-op,3,179000.0,369000.0,4.0,4.0,2.0,2.0,0.5,7.0,1.2239883447424889,0.5,,"Stockton, CA",44700.0
May,2018,"Granger, IN",Granger,Indiana,IN,Condo/Co-op,3,294450.0,262450.0,4.0,4.0,1.0,8.0,2.0,44.0,1.0091211302316694,0.5,,"South Bend, IN",43780.0
August,2021,"Fairfield, CA",Fairfield,California,CA,All Residential,-1,570000.0,549999.0,145.0,146.0,154.0,160.0,1.1,26.0,1.033912908247686,0.6206896551724138,0.1437499999999999,"Vallejo, CA",46700.0
September,2022,"Greene, RI",Greene,Rhode Island,RI,Single Family Residential,6,390435.0,392450.0,2.0,1.0,4.0,6.0,3.0,34.0,1.04578405704578,1.0,0.1666666666666666,"Providence, RI",39300.0
March,2021,"East Hampton, CT",East Hampton,Connecticut,CT,All Residential,-1,251900.0,259900.0,5.0,6.0,3.0,8.0,1.6,40.0,1.017808924898557,0.5999999999999999,0.125,"Hartford, CT",25540.0
November,2019,"Baton Rouge, LA",Baton Rouge,Louisiana,LA,Townhouse,13,1350.0,169900.0,1.0,1.0,,,20.0,10.0,1.0,0.0,0.3499999999999999,"Baton Rouge, LA",12940.0
October,2020,"Austin, TX",Austin,Texas,TX,All Residential,-1,447500.0,449999.5,1327.0,1478.0,1418.0,2367.0,1.8,38.0,1.0034206261240552,0.3873398643556895,0.2340515420363329,"Austin, TX",12420.0
July,2022,"Auburn, NJ",Auburn,New Jersey,NJ,All Residential,-1,451000.0,,3.0,4.0,,,,45.0,0.9881035923141188,0.3333333333333333,,"Wilmington, DE",48864.0
June,2018,"Indianola, IA",Indianola,Iowa,IA,All Residential,-1,218000.0,179900.0,37.0,38.0,27.0,37.0,1.0,14.0,0.9893486797400026,0.1621621621621621,0.2432432432432432,"Des Moines, IA",19780.0
June,2024,"Wheatland, NY",Wheatland,New York,NY,All Residential,-1,348550.0,219900.0,4.0,7.0,4.0,2.0,0.5,6.0,1.2301694936168277,0.75,,"Rochester, NY",40380.0
November,2020,"Chena Ridge, AK",Chena Ridge,Alaska,AK,All Residential,-1,284950.0,349900.0,6.0,4.0,5.0,24.0,4.0,131.0,1.0162162162162165,0.1666666666666666,,"Fairbanks, AK",21820.0
July,2014,"Ledyard, NY",Ledyard,New York,NY,Single Family Residential,6,213750.0,,2.0,2.0,,11.0,5.5,119.0,0.9930126423934666,0.5,,"Auburn, NY",12180.0
March,2015,"Mount Airy, MD",Mount Airy,Maryland,MD,Single Family Residential,6,322977.5,340000.0,8.0,11.0,18.0,36.0,4.5,36.0,0.9445326752973195,0.0,0.2222222222222222,"Baltimore, MD",12580.0
June,2013,"Jonesville, NC",Jonesville,North Carolina,NC,Single Family Residential,6,40100.0,,2.0,2.0,,8.0,4.0,331.0,0.847457627118644,0.0,,"Winston-Salem, NC",49180.0
November,2020,"Ellport, PA",Ellport,Pennsylvania,PA,All Residential,-1,95000.0,97400.0,1.0,3.0,2.0,3.0,3.0,31.0,0.9064885496183204,0.0,,"New Castle, PA",35260.0
November,2012,"Elma, NY",Elma,New York,NY,Single Family Residential,6,182900.0,209900.0,7.0,7.0,5.0,50.0,7.1,138.0,0.9591695674065402,0.1428571428571428,,"Buffalo, NY",15380.0
September,2017,"Summit, WA",Summit,Washington,WA,Multi-Family (2-4 Unit),4,325000.0,349900.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0833333333333333,1.0,,"Tacoma, WA",45104.0
August,2023,"Silver Hill, MD",Silver Hill,Maryland,MD,Single Family Residential,6,335000.0,307500.0,2.0,1.0,3.0,2.0,1.0,60.0,0.9846711259754736,0.5,,"Washington, DC",47894.0
May,2019,"North Fork, CA",North Fork,California,CA,Single Family Residential,6,235000.0,242200.0,7.0,3.0,4.0,19.0,2.7,169.0,0.9536597840620976,0.0,0.6842105263157894,"Madera, CA",31460.0
June,2023,"Buckhall, VA",Buckhall,Virginia,VA,Single Family Residential,6,700000.0,667450.0,21.0,22.0,25.0,21.0,1.0,9.0,1.0233837846141127,0.7142857142857143,0.238095238095238,"Washington, DC",47894.0
July,2020,"Georgetown, KY",Georgetown,Kentucky,KY,Townhouse,13,140000.0,230000.0,4.0,1.0,4.0,3.0,0.8,40.0,0.99039019938957,0.0,,"Lexington, KY",30460.0
August,2021,"Bayshore, NC",Bayshore,North Carolina,NC,Single Family Residential,6,433105.0,372000.0,16.0,16.0,6.0,14.0,0.9,78.0,1.0050771212116874,0.5625,,"Wilmington, NC",48900.0
April,2023,"Carmody Hills-Pepper Mill Village, MD",Carmody Hills-Pepper Mill Village,Maryland,MD,Single Family Residential,6,390000.0,335000.0,4.0,7.0,7.0,11.0,2.8,29.0,1.0230078606830493,0.75,0.0909090909090909,"Washington, DC",47894.0
July,2017,"Yorkshire, VA",Yorkshire,Virginia,VA,Single Family Residential,6,320000.0,326000.0,7.0,8.0,5.0,10.0,1.4,4.0,0.9712119122370264,0.5714285714285714,0.2,"Washington, DC",47894.0
November,2019,"Forest Oaks, NC",Forest Oaks,North Carolina,NC,Single Family Residential,6,254641.0,225950.0,6.0,5.0,8.0,32.0,5.3,31.0,0.9870112135740776,0.3333333333333333,0.09375,"Greensboro, NC",24660.0
August,2021,"Pearl River, NY",Pearl River,New York,NY,Single Family Residential,6,525000.0,489900.0,19.0,21.0,17.0,27.0,1.4,21.0,0.9996178937901966,0.4736842105263157,0.2962962962962962,"New York, NY",35614.0
November,2014,"Altadena, CA",Altadena,California,CA,Multi-Family (2-4 Unit),4,800000.0,,1.0,2.0,,7.0,7.0,129.0,0.9696969696969696,0.0,0.2857142857142857,"Los Angeles, CA",31084.0
December,2020,"Bon Secour, AL",Bon Secour,Alabama,AL,Single Family Residential,6,196200.0,200975.0,7.0,7.0,2.0,18.0,2.6,121.0,0.998448678643952,0.2857142857142857,,"Daphne, AL",19300.0
March,2012,"Manhattan Beach, CA",Manhattan Beach,California,CA,Single Family Residential,6,1352000.0,1459000.0,31.0,45.0,43.0,63.0,2.0,25.0,0.9891196945786476,0.1612903225806451,0.2222222222222222,"Los Angeles, CA",31084.0
August,2014,"San Jose, CA",San Jose,California,CA,All Residential,-1,690000.0,659900.0,744.0,848.0,826.0,1066.0,1.4,15.0,1.0187331766988563,0.5873655913978495,0.2701688555347092,"San Jose, CA",41940.0
February,2013,"Fountain Inn, SC",Fountain Inn,South Carolina,SC,Single Family Residential,6,100750.0,175016.0,11.0,11.0,22.0,55.0,5.0,78.0,0.9550375582072848,0.0,,"Greenville, SC",24860.0
June,2018,"Akron, OH",Akron,Ohio,OH,Multi-Family (2-4 Unit),4,40500.0,84700.0,12.0,21.0,21.0,66.0,5.5,60.0,0.8661715524739128,0.1666666666666666,0.1818181818181818,"Akron, OH",10420.0
October,2022,"Seattle, WA",Seattle,Washington,WA,Multi-Family (2-4 Unit),4,1450000.0,775000.0,13.0,9.0,9.0,45.0,3.5,22.0,0.9617953037619846,0.0,0.4,"Seattle, WA",42644.0
February,2023,"West York, PA",West York,Pennsylvania,PA,Townhouse,13,165555.0,170000.0,5.0,3.0,3.0,2.0,0.4,4.0,1.0161946277982992,0.5999999999999999,0.5,"York, PA",49620.0
July,2021,"Dayton, NY",Dayton,New York,NY,Single Family Residential,6,116900.0,175000.0,1.0,1.0,3.0,4.0,4.0,10.0,1.0636942675159236,1.0,,"Olean, NY",36460.0
April,2019,"Bloomfield, NY",Bloomfield,New York,NY,Single Family Residential,6,180010.0,,1.0,2.0,,,,28.0,0.9756639566395664,0.0,,"Rochester, NY",40380.0
